-18	1	1	1	1	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	5	5	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	9	9	2	2	9	9	9	2	2	2	2	2	2	1	1	1	
-19	1	1	1	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	5	5	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	9	9	2	2	2	2	2	2	2	2	2	2	2	1	1	1	
-20	1	1	1	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	6	6	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	2	2	2	2	2	2	2	2	2	2	2	1	1	1	
-21	1	1	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	6	6	6	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	1	1	1	
-22	1	1	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	6	6	7	8	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	2	1	1	1	
-23	1	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	6	6	7	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	2	9	2	2	2	2	2	2	2	2	2	2	1	1	1	
-24	1	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	6	7	7	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	
-25	1	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	6	7	7	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	
-26	1	1	5	5	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	6	7	7	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-27	1	1	5	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	7	7	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-28	1	1	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	7	7	7	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-29	1	1	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	7	7	7	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-30	1	1	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	7	7	7	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-31	1	1	1	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	7	7	7	8	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-32	1	1	1	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	7	7	7	7	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-33	1	1	1	4	4	4	4	4	4	4	5	5	5	5	5	5	5	7	7	7	7	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-34	1	1	1	1	4	4	4	4	4	4	5	5	5	5	5	5	7	7	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-35	1	1	1	1	1	1	4	4	4	4	5	5	5	5	5	5	7	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
-36	1	1	1	1	1	1	1	5	5	5	5	5	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
